message_id,message_text,category,urgency,cleaned_text
MSG003249,"Dear sir, At your convenience, I want to prepay Rs 649,000, what are the foreclosure charges Regards.
Sent from my Android device",loan_query,low,"at your convenience, i want to prepay rs 649,000, what are the foreclosure charges"
MSG003250,"Please look into this soon. Still waiting 10 days for someone to verify my documents for LA009804 Please advise. https://loanserve.example.com/status?id=REF
Best regards,
Priya Sharma",kyc,medium,please look into this soon. still waiting 10 days for someone to verify my documents for <application_ref> please advise. <url>
MSG003251,"Hello, regarding CASE-195584, address changed after shifting",kyc,high,"regarding <ticket>, address changed after shifting"
MSG003252,"Hi team, Just checking, I received a rejection for LA011452 with no justification Regards.
Best regards,
Lakshmi Iyer",complaint,medium,"just checking, i received a rejection for <application_ref> with no justification"
MSG003253,"Good morning, [TKT-384603] Please revert within a couple of days. still unresolved Awaiting your response.
Best regards,
Vikram Joshi",complaint,medium,[<ticket>] please revert within a couple of days. still unresolved
MSG003254,"Dear madam, Whenever you get a chance, emi calculator link Please confirm. http://bit.ly/loanhelp",loan_query,low,"whenever you get a chance, emi calculator link please confirm. <url>"
MSG003255,"Dear sir, This was promised to me on 24-4-2026. Please look into this soon. documents for kyc verification Please confirm.",kyc,medium,this was promised to me on 24-4-2026. please look into this soon. documents for kyc verification please confirm.
MSG003256,"Good morning, I visited the branch on 02/01/2025. address changed after shifting Regards.",kyc,high,i visited the branch on 02/01/2025. address changed after shifting
MSG003257,"Dear madam, regarding REF#757382, At your convenience, photo update required? Awaiting your response.",kyc,low,"regarding <ticket>, at your convenience, photo update required?"
MSG003258,Immediate attention needed. I am not receiving payment reminders and missed my EMI as a result Awaiting your response.,payment_issue,high,immediate attention needed. i am not receiving payment reminders and missed my emi as a result
MSG003259,"Just checking, I have lost my job and cannot pay the instalment on LA009981 Thanks in advance. http://bit.ly/loanhelp
Best regards,
Lakshmi Iyer",payment_issue,low,"just checking, i have lost my job and cannot pay the instalment on <application_ref> thanks in advance. <url>"
MSG003260,"Dear madam, regarding SR-182203, Whenever you get a chance, update my address",kyc,low,"regarding <ticket>, whenever you get a chance, update my address"
MSG003261,my reference is SR-236456. Kindly respond at the earliest. I need an interest certificate for my home loan for tax filing Regards.,payment_issue,medium,my reference is <ticket>. kindly respond at the earliest. i need an interest certificate for my home loan for tax filing
MSG003262,"Hi team, Immediate attention needed. amortisation schedule please",payment_issue,high,immediate attention needed. amortisation schedule please
MSG003263,"Good morning, Requesting a prompt update. want to change emi date Regards.",payment_issue,medium,requesting a prompt update. want to change emi date
MSG003264,"Hello, my reference is SR-822392. Immediate attention needed. My address proof was rejected and now my home loan is on hold",complaint,high,my reference is <ticket>. immediate attention needed. my address proof was rejected and now my home loan is on hold
MSG003265,"Dear sir, my reference is REF#931243. Please treat this as urgent. An unexplained deduction of Rs 327,000 has appeared on my account Awaiting your response.",complaint,high,"my reference is <ticket>. please treat this as urgent. an unexplained deduction of rs 327,000 has appeared on my account"
MSG003266,"Dear sir, Kindly respond at the earliest. Is my personal loan eligible for a moratorium and how do I apply http://bit.ly/loanhelp",loan_query,low,kindly respond at the earliest. is my personal loan eligible for a moratorium and how do i apply <url>
MSG003267,"Hi team, Please look into this soon. emi bounce reason Kindly help.",payment_issue,medium,please look into this soon. emi bounce reason kindly help.
MSG003268,"Hello, I visited the branch on 4/15/2026. Extremely urgent, please act now. tenure options for vehicle Regards.
--
Imran Qureshi
+91 9617021682",loan_query,medium,"i visited the branch on 4/15/2026. extremely urgent, please act now. tenure options for vehicle"
MSG003269,"Dear sir, Please treat this as urgent. I was treated very poorly at your Chennai branch yesterday Regards.",complaint,high,please treat this as urgent. i was treated very poorly at your chennai branch yesterday
MSG003270,"Dear sir, The emi was debited on 18-12-2026. Extremely urgent, please act now. escalate LA933286 to manager Regards.",complaint,high,"the emi was debited on 18-12-2026. extremely urgent, please act now. escalate <application_ref> to manager"
MSG003271,"Just checking, What is the processing fee on a personal loan Thanks in advance.",loan_query,low,"just checking, what is the processing fee on a personal loan"
MSG003272,"Good morning, Whenever you get a chance, Why should I pay Rs 817,000 penalty when the delay was from your KYC team Please confirm.",complaint,high,"whenever you get a chance, why should i pay rs 817,000 penalty when the delay was from your kyc team please confirm."
MSG003273,"[CASE-962367] Just checking, aadhaar accepted for kyc? Please confirm. 😊",kyc,low,"[<ticket>] just checking, aadhaar accepted for kyc? please confirm. 😊"
MSG003274,This is urgent. loan against property rates Please confirm.,loan_query,high,this is urgent. loan against property rates please confirm.
MSG003275,"Good morning, The emi was debited on 15-4-2025. regarding SR-650423, At your convenience, loan account showing overdue Regards.",payment_issue,high,"the emi was debited on 15-4-2025. regarding <ticket>, at your convenience, loan account showing overdue"
MSG003276,I made the payment on 29-10-2026. guarantor required or not Please advise.,loan_query,medium,i made the payment on 29-10-2026. guarantor required or not please advise.
MSG003277,"Hello, No hurry, but Is video KYC available for my vehicle loan account Awaiting your response.
Sent from my Android device",kyc,low,"no hurry, but is video kyc available for my vehicle loan account"
MSG003278,"Dear madam, ticket CASE-550965 — Please treat this as urgent. staff was rude at Indore Please advise.",complaint,high,ticket <ticket> — please treat this as urgent. staff was rude at indore please advise.
MSG003279,"Hi team, [CASE-307622] No hurry, but top up on personal loan Rs 707,000 Please advise.",loan_query,low,"[<ticket>] no hurry, but top up on personal loan rs 707,000 please advise."
MSG003280,"Dear sir, ticket SR-394516 — Please look into this soon. salary delayed cannot pay ⚠️",payment_issue,medium,ticket <ticket> — please look into this soon. salary delayed cannot pay ⚠️
MSG003281,"Dear sir, This is urgent. visit Hyderabad branch for kyc? Thanks in advance.",kyc,high,this is urgent. visit hyderabad branch for kyc?
MSG003282,"Hi team, [TKT-104896] Please look into this soon. branch refused to help Please confirm. 😞",complaint,medium,[<ticket>] please look into this soon. branch refused to help please confirm. 😞
MSG003283,"Hi team, Just checking, my kyc is incomplete Please adivse.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",kyc,low,"just checking, my kyc is incomplete please adivse."
MSG003284,"Dear sir, At your convenience, kyc status for LA015107
--
Priya Sharma
Sent from my iPhone",kyc,low,"at your convenience, kyc status for <application_ref>"
MSG003285,"Hi team, Just checking, By when will my gold loan be approved Please confirm.",loan_query,low,"just checking, by when will my gold loan be approved please confirm."
MSG003286,"Hello, settle the loan early Please confirm.
Sent from my Android device",payment_issue,low,settle the loan early please confirm.
